text,label
Delivery Note | Supplier: CloudWorks | Customer: TechNova Pvt Ltd | Delivery Reference: 6922 | Items: Mobile Phone | Quantity: 7 | Delivery Status: Completed,unknown
Restaurant Receipt | Restaurant: Reliance Digital | Date: 12-02-2026 | Items: Monitor | Subtotal: Rs 7310 | Tax: Rs 365 | Total Bill: Rs 7675,receipt
Meeting Notes | Meeting Date: 09-01-2026 | Attendees: Aditya Shah | Topics Discussed: Project planning | Action Items: Update documentation,unknown
Purchase Receipt | Seller: City Supermarket | Receipt No: 6087 | Date: 14-09-2025 | Items: Stationery | Total Amount Paid: Rs 56780,receipt
Invoice | Vendor: CloudWorks | Customer: Bright Systems | Invoice Number: 8793 | Payment Terms: Net 30 | Subtotal: Rs 29491 | Tax: Rs 5308 | Balance Due: Rs 34799,invoice
Purchase Order | Buyer: Bright Systems | Supplier: ABC Solutions | Order Number: 2370 | Product: Office Chair | Quantity: 2 | Delivery Date: 07-03-2026,unknown
Commercial Invoice | Supplier: CloudWorks | Customer: Global Traders | Invoice ID: 1793 | Quantity: 3 | Unit Price: Rs 3715 | Tax: Rs 4842 | Amount Payable: Rs 31743,invoice
Subscription Invoice | Provider: ABC Solutions | Subscriber: Bright Systems | Plan: IT Services | Billing Period: 08-01-2024 | Base Charge: Rs 46192 | GST: Rs 5543 | Amount Due: Rs 51735,invoice
Product Specification | Product: Mobile Phone | Features: Wireless connectivity and rechargeable battery | Dimensions: 15 x 15 x 4 cm | Technical Requirements: Secure authentication and reporting,unknown
Meeting Notes | Meeting Date: 19-02-2025 | Attendees: Aditya Shah | Topics Discussed: Project planning | Action Items: Contact vendor,unknown
Transaction Notification | Transaction Status: Successful | Amount: Rs 50608 | Reference Number: 6278 | Account: 8785,unknown
Service Invoice | Vendor: Bright Systems | Client: CloudWorks | Service: IT Services | Billing Date: 27-12-2024 | Service Charge: Rs 13287 | GST: Rs 1594 | Total Due: Rs 14881,invoice
Purchase Invoice | Supplier: ABC Solutions | Buyer: ABC Solutions | Order Ref: 3267 | Items: Monitor | Units: 9 | Unit Cost: Rs 1121 | Tax: Rs 1635 | Total Payable: Rs 10723,invoice
Job Application | Applicant: Anjali More | Education: B.Sc Computer Science | Experience: 2 years software development | Skills: Python SQL Machine Learning,unknown
Project Report | Project: Payment Platform | Budget: Rs 44816 | Billing Workflow: Secure authentication and reporting | Payment Process: Contact vendor | Status: Approved,unknown
Service Invoice | Vendor: Nova Retail | Client: Metro Services | Service: Technical Support | Billing Date: 08-02-2024 | Service Charge: Rs 48590 | GST: Rs 8746 | Total Due: Rs 57336,invoice
Payment Confirmation | Status: Completed | Amount: Rs 52425 | Transaction Reference: 6866 | Account Ending: 2271,unknown
Retail Receipt | Merchant: Tech Shop | Date: 16-08-2025 | Product: Keyboard | Price: Rs 915 | Tax: Rs 415 | Amount Paid: Rs 8728,receipt
Product Specification | Product: Office Chair | Features: Cloud synchronization and security | Dimensions: 20 x 10 x 5 cm | Technical Requirements: Scalable architecture and monitoring,unknown
Cash Receipt | Merchant: Local Pharmacy | Customer Payment Received | Product: Stationery | Amount: Rs 46744 | Change Returned: Rs 396,receipt
Card Payment Receipt | Merchant: Tech Shop | Purchase Date: 04-02-2026 | Transaction ID: 4154 | Amount Paid: Rs 24859 | Payment: Credit Card,receipt
POS Receipt | Store: Metro Mart | Transaction: 4093 | Items Purchased: Mobile Phone | Subtotal: Rs 23753 | Tax: Rs 2850 | Total: Rs 26603 | Paid by Card,receipt
Commercial Invoice | Supplier: Metro Services | Customer: CloudWorks | Invoice ID: 2290 | Quantity: 3 | Unit Price: Rs 1151 | Tax: Rs 8131 | Amount Payable: Rs 53307,invoice
Card Payment Receipt | Merchant: Tech Shop | Purchase Date: 05-11-2025 | Transaction ID: 3485 | Amount Paid: Rs 38069 | Payment: Credit Card,receipt
Subscription Invoice | Provider: CloudWorks | Subscriber: Global Traders | Plan: Digital Marketing | Billing Period: 25-06-2025 | Base Charge: Rs 805 | GST: Rs 40 | Amount Due: Rs 845,invoice
Employee Record | Employee: Anjali More | Department: Finance | Joining Date: 23-03-2025 | Attendance: 95%,unknown
Retail Receipt | Merchant: Tech Shop | Date: 10-12-2024 | Product: Office Chair | Price: Rs 853 | Tax: Rs 6357 | Amount Paid: Rs 41675,receipt
Service Invoice | Vendor: Metro Services | Client: CloudWorks | Service: IT Services | Billing Date: 03-11-2025 | Service Charge: Rs 47251 | GST: Rs 5670 | Total Due: Rs 52921,invoice
Job Application | Applicant: Amit Joshi | Education: B.Sc Computer Science | Experience: 2 years software development | Skills: Data Analysis Project Management,unknown
GST Invoice | Supplier: Nova Retail | Customer: Metro Services | GSTIN: 27ABCDE6582F1Z5 | Invoice Date: 01-04-2026 | Taxable Value: Rs 43548 | GST Amount: Rs 2177 | Total Amount: Rs 45725,invoice
Fuel Receipt | Station: Local Pharmacy | Date: 18-03-2024 | Fuel Quantity: 3 | Rate: Rs 4126 | Total Paid: Rs 47187 | Payment: Cash,receipt
Sales Invoice | Seller: ABC Solutions | Bill To: TechNova Pvt Ltd | Product: Printer | Quantity: 2 | Rate: Rs 802 | Discount: Rs 684 | Tax: Rs 7899 | Net Amount: Rs 51785,invoice
Sales Invoice | Seller: ABC Solutions | Bill To: Nova Retail | Product: Printer | Quantity: 10 | Rate: Rs 4820 | Discount: Rs 484 | Tax: Rs 6314 | Net Amount: Rs 41395,invoice
Job Application | Applicant: Sneha Pawar | Education: MBA Finance | Experience: 6 months internship | Skills: Python SQL Machine Learning,unknown
Cash Receipt | Merchant: Fresh Store | Customer Payment Received | Product: Laptop | Amount: Rs 15943 | Change Returned: Rs 110,receipt
Pharmacy Receipt | Pharmacy: Tech Shop | Purchase Date: 20-09-2024 | Medicine: Monitor | Amount: Rs 15577 | Payment Received,receipt
Service Invoice | Vendor: CloudWorks | Client: Bright Systems | Service: Cloud Hosting | Billing Date: 27-07-2025 | Service Charge: Rs 34492 | GST: Rs 1724 | Total Due: Rs 36216,invoice
GST Invoice | Supplier: ABC Solutions | Customer: Metro Services | GSTIN: 27ABCDE2678F1Z5 | Invoice Date: 23-07-2024 | Taxable Value: Rs 45627 | GST Amount: Rs 2281 | Total Amount: Rs 47908,invoice
Customer Feedback | Customer: Aditya Shah | Product: Keyboard | Experience: 2 years software development | Comments: Excellent service | Rating: 4/5,unknown
Utility Invoice | Service Provider: ABC Solutions | Account Holder: CloudWorks | Bill Date: 20-07-2026 | Usage Charges: Rs 35956 | Taxes: Rs 1797 | Total Payable: Rs 37753,invoice
Tax Invoice | Seller: CloudWorks | Buyer: Global Traders | Invoice No: 6224 | Date: 02-05-2024 | Subtotal: Rs 40746 | GST: Rs 7334 | Total: Rs 48080,invoice
Tax Notice | Tax Authority: Global Traders | Taxpayer: Nova Retail | Notice Reference: 9226 | Tax Period: 21-08-2026 | Amount Mentioned: Rs 22297,unknown
Retail Receipt | Merchant: City Supermarket | Date: 13-12-2025 | Product: Office Chair | Price: Rs 3567 | Tax: Rs 2737 | Amount Paid: Rs 17948,receipt
Pharmacy Receipt | Pharmacy: City Supermarket | Purchase Date: 13-01-2025 | Medicine: Stationery | Amount: Rs 49184 | Payment Received,receipt
POS Receipt | Store: Metro Mart | Transaction: 9364 | Items Purchased: Stationery | Subtotal: Rs 26000 | Tax: Rs 4680 | Total: Rs 30680 | Paid by Card,receipt
Purchase Invoice | Supplier: Nova Retail | Buyer: Nova Retail | Order Ref: 4673 | Items: Laptop | Units: 1 | Unit Cost: Rs 1348 | Tax: Rs 1775 | Total Payable: Rs 37279,invoice
Service Invoice | Vendor: Bright Systems | Client: Nova Retail | Service: Technical Support | Billing Date: 24-02-2025 | Service Charge: Rs 18523 | GST: Rs 3334 | Total Due: Rs 21857,invoice
Job Application | Applicant: Rohan Deshmukh | Education: B.Sc Computer Science | Experience: 1 year data analysis | Skills: Python SQL Machine Learning,unknown
Meeting Notes | Meeting Date: 14-03-2026 | Attendees: Aditya Shah | Topics Discussed: Marketing strategy | Action Items: Review requirements,unknown
Fuel Receipt | Station: Reliance Digital | Date: 12-07-2024 | Fuel Quantity: 4 | Rate: Rs 1458 | Total Paid: Rs 38486 | Payment: Cash,receipt
Invoice | Vendor: Metro Services | Customer: ABC Solutions | Invoice Number: 4335 | Payment Terms: Net 30 | Subtotal: Rs 21540 | Tax: Rs 3877 | Balance Due: Rs 25417,invoice
Sales Invoice | Seller: Bright Systems | Bill To: CloudWorks | Product: Monitor | Quantity: 9 | Rate: Rs 744 | Discount: Rs 405 | Tax: Rs 1100 | Net Amount: Rs 23103,invoice
Customer Feedback | Customer: Sneha Pawar | Product: Office Chair | Experience: 1 year data analysis | Comments: Needs improvement | Rating: 3/5,unknown
Project Requirements | Project: Customer Portal | Objective: Automated workflow and user management | Milestones: Design and Implementation | Team: Rohan Deshmukh,unknown
Sales Invoice | Seller: ABC Solutions | Bill To: Metro Services | Product: Mobile Phone | Quantity: 5 | Rate: Rs 3246 | Discount: Rs 884 | Tax: Rs 5108 | Net Amount: Rs 47676,invoice
Tax Notice | Tax Authority: ABC Solutions | Taxpayer: Global Traders | Notice Reference: 6747 | Tax Period: 16-11-2025 | Amount Mentioned: Rs 31969,unknown
Card Payment Receipt | Merchant: Local Pharmacy | Purchase Date: 04-10-2024 | Transaction ID: 2459 | Amount Paid: Rs 33698 | Payment: Credit Card,receipt
Subscription Invoice | Provider: Global Traders | Subscriber: TechNova Pvt Ltd | Plan: Technical Support | Billing Period: 24-05-2025 | Base Charge: Rs 7786 | GST: Rs 934 | Amount Due: Rs 8720,invoice
Retail Receipt | Merchant: Metro Mart | Date: 04-05-2024 | Product: Stationery | Price: Rs 2401 | Tax: Rs 1213 | Amount Paid: Rs 7957,receipt
Quotation | Vendor: Metro Services | Customer: Bright Systems | Product: Keyboard | Quantity: 6 | Estimated Price: Rs 50317 | Valid Until: 22-07-2025,unknown
POS Receipt | Store: Fresh Store | Transaction: 4173 | Items Purchased: Printer | Subtotal: Rs 14010 | Tax: Rs 700 | Total: Rs 14710 | Paid by Card,receipt
Invoice | Vendor: ABC Solutions | Customer: Global Traders | Invoice Number: 9900 | Payment Terms: Net 30 | Subtotal: Rs 17589 | Tax: Rs 879 | Balance Due: Rs 18468,invoice
GST Invoice | Supplier: TechNova Pvt Ltd | Customer: Global Traders | GSTIN: 27ABCDE4272F1Z5 | Invoice Date: 24-09-2024 | Taxable Value: Rs 48608 | GST Amount: Rs 2430 | Total Amount: Rs 51038,invoice
Invoice | Vendor: CloudWorks | Customer: ABC Solutions | Invoice Number: 6728 | Payment Terms: Net 30 | Subtotal: Rs 3114 | Tax: Rs 373 | Balance Due: Rs 3487,invoice
Commercial Invoice | Supplier: Global Traders | Customer: Metro Services | Invoice ID: 4696 | Quantity: 9 | Unit Price: Rs 1112 | Tax: Rs 7491 | Amount Payable: Rs 49112,invoice
Delivery Note | Supplier: Metro Services | Customer: Nova Retail | Delivery Reference: 6944 | Items: Software License | Quantity: 5 | Delivery Status: Completed,unknown
Hotel Reservation | Guest: Rahul Sharma | Check In: 16-12-2025 | Check Out: 09-02-2024 | Room: 412 | Booking Status: Confirmed,unknown
Shopping Receipt | Shop: Reliance Digital | Purchase Date: 25-07-2024 | Quantity: 3 | Product: Office Chair | Amount: Rs 35327 | Payment: UPI,receipt
Restaurant Receipt | Restaurant: City Supermarket | Date: 05-01-2024 | Items: Stationery | Subtotal: Rs 9646 | Tax: Rs 1736 | Total Bill: Rs 11382,receipt
Job Application | Applicant: Sneha Pawar | Education: B.Tech Information Technology | Experience: 3 years project management | Skills: Java Communication Leadership,unknown
Job Application | Applicant: Sneha Pawar | Education: B.E Computer Engineering | Experience: 1 year data analysis | Skills: Data Analysis Project Management,unknown
Receipt | Store: Fresh Store | Purchase Date: 28-04-2025 | Items: Office Chair | Quantity: 5 | Total Paid: Rs 51041 | Payment Method: Cash,receipt
Service Invoice | Vendor: Metro Services | Client: TechNova Pvt Ltd | Service: Cloud Hosting | Billing Date: 25-04-2026 | Service Charge: Rs 28852 | GST: Rs 5193 | Total Due: Rs 34045,invoice
Fuel Receipt | Station: Metro Mart | Date: 06-03-2024 | Fuel Quantity: 8 | Rate: Rs 1669 | Total Paid: Rs 21880 | Payment: Cash,receipt
POS Receipt | Store: Fresh Store | Transaction: 9490 | Items Purchased: Laptop | Subtotal: Rs 7491 | Tax: Rs 374 | Total: Rs 7865 | Paid by Card,receipt
Card Payment Receipt | Merchant: Tech Shop | Purchase Date: 14-06-2025 | Transaction ID: 9870 | Amount Paid: Rs 33766 | Payment: Credit Card,receipt
Restaurant Receipt | Restaurant: Local Pharmacy | Date: 06-01-2024 | Items: Headphones | Subtotal: Rs 22608 | Tax: Rs 4069 | Total Bill: Rs 26677,receipt
Cash Receipt | Merchant: Metro Mart | Customer Payment Received | Product: Monitor | Amount: Rs 16307 | Change Returned: Rs 240,receipt
Purchase Order | Buyer: ABC Solutions | Supplier: TechNova Pvt Ltd | Order Number: 6605 | Product: Printer | Quantity: 5 | Delivery Date: 01-12-2026,unknown
Cash Receipt | Merchant: Fresh Store | Customer Payment Received | Product: Monitor | Amount: Rs 20945 | Change Returned: Rs 86,receipt
Quotation | Vendor: Metro Services | Customer: ABC Solutions | Product: Laptop | Quantity: 10 | Estimated Price: Rs 39664 | Valid Until: 12-12-2025,unknown
Commercial Invoice | Supplier: CloudWorks | Customer: Global Traders | Invoice ID: 9289 | Quantity: 6 | Unit Price: Rs 3866 | Tax: Rs 1873 | Amount Payable: Rs 39333,invoice
Service Invoice | Vendor: ABC Solutions | Client: TechNova Pvt Ltd | Service: Digital Marketing | Billing Date: 16-02-2026 | Service Charge: Rs 7704 | GST: Rs 1386 | Total Due: Rs 9090,invoice
Payment Confirmation | Status: Completed | Amount: Rs 16250 | Transaction Reference: 3033 | Account Ending: 9092,unknown
Product Specification | Product: Office Chair | Features: Wireless connectivity and rechargeable battery | Dimensions: 15 x 15 x 4 cm | Technical Requirements: Secure authentication and reporting,unknown
Service Invoice | Vendor: Nova Retail | Client: Bright Systems | Service: Software Development | Billing Date: 22-10-2026 | Service Charge: Rs 20865 | GST: Rs 3755 | Total Due: Rs 24620,invoice
Employee Record | Employee: Anjali More | Department: Engineering | Joining Date: 26-09-2025 | Attendance: 81%,unknown
University Admission | Student: Aditya Shah | Program: AI and Data Science | Department: Engineering | Admission Status: Completed,unknown
Fuel Receipt | Station: Local Pharmacy | Date: 12-04-2025 | Fuel Quantity: 9 | Rate: Rs 2576 | Total Paid: Rs 33175 | Payment: Cash,receipt
Utility Invoice | Service Provider: ABC Solutions | Account Holder: Bright Systems | Bill Date: 10-04-2024 | Usage Charges: Rs 1630 | Taxes: Rs 81 | Total Payable: Rs 1711,invoice
Fuel Receipt | Station: Metro Mart | Date: 24-07-2025 | Fuel Quantity: 3 | Rate: Rs 1689 | Total Paid: Rs 14502 | Payment: Cash,receipt
Subscription Invoice | Provider: Metro Services | Subscriber: Metro Services | Plan: Technical Support | Billing Period: 08-10-2024 | Base Charge: Rs 641 | GST: Rs 76 | Amount Due: Rs 717,invoice
Transaction Notification | Transaction Status: Successful | Amount: Rs 34613 | Reference Number: 8030 | Account: 4962,unknown
Receipt | Store: Tech Shop | Purchase Date: 18-08-2024 | Items: Monitor | Quantity: 10 | Total Paid: Rs 24159 | Payment Method: Cash,receipt
Restaurant Receipt | Restaurant: Metro Mart | Date: 07-04-2026 | Items: Keyboard | Subtotal: Rs 20334 | Tax: Rs 1016 | Total Bill: Rs 21350,receipt
Freelance Invoice | Consultant: Bright Systems | Client: Metro Services | Work: Cloud Hosting | Invoice Ref: 7861 | Professional Fee: Rs 32602 | Tax: Rs 5868 | Total: Rs 38470,invoice
Restaurant Receipt | Restaurant: Reliance Digital | Date: 04-04-2024 | Items: Stationery | Subtotal: Rs 30678 | Tax: Rs 1533 | Total Bill: Rs 32211,receipt
POS Receipt | Store: Metro Mart | Transaction: 8757 | Items Purchased: Software License | Subtotal: Rs 25884 | Tax: Rs 3106 | Total: Rs 28990 | Paid by Card,receipt
Invoice | Vendor: ABC Solutions | Customer: Nova Retail | Invoice Number: 3621 | Payment Terms: Net 30 | Subtotal: Rs 26790 | Tax: Rs 3214 | Balance Due: Rs 30004,invoice
Sales Invoice | Seller: CloudWorks | Bill To: TechNova Pvt Ltd | Product: Monitor | Quantity: 3 | Rate: Rs 948 | Discount: Rs 396 | Tax: Rs 6550 | Net Amount: Rs 42943,invoice
Business Requirements | Customer Billing Workflow | Vendor Onboarding | Tax Calculation | Payment Automation | Requirements: Secure authentication and reporting,unknown
Cash Receipt | Merchant: Tech Shop | Customer Payment Received | Product: Monitor | Amount: Rs 44146 | Change Returned: Rs 408,receipt
Business Requirements | Customer Billing Workflow | Vendor Onboarding | Tax Calculation | Payment Automation | Requirements: Scalable architecture and monitoring,unknown
Pharmacy Receipt | Pharmacy: City Supermarket | Purchase Date: 13-01-2024 | Medicine: Office Chair | Amount: Rs 28794 | Payment Received,receipt
Subscription Invoice | Provider: CloudWorks | Subscriber: Bright Systems | Plan: Technical Support | Billing Period: 06-04-2024 | Base Charge: Rs 12978 | GST: Rs 648 | Amount Due: Rs 13626,invoice
Project Requirements | Project: Inventory System | Objective: Automated workflow and user management | Milestones: Testing and Deployment | Team: Neha Kulkarni,unknown
Card Payment Receipt | Merchant: Local Pharmacy | Purchase Date: 12-11-2024 | Transaction ID: 9165 | Amount Paid: Rs 4198 | Payment: Credit Card,receipt
Restaurant Receipt | Restaurant: Tech Shop | Date: 19-06-2024 | Items: Stationery | Subtotal: Rs 39050 | Tax: Rs 7029 | Total Bill: Rs 46079,receipt
Purchase Invoice | Supplier: Bright Systems | Buyer: Bright Systems | Order Ref: 3709 | Items: Mobile Phone | Units: 9 | Unit Cost: Rs 1924 | Tax: Rs 429 | Total Payable: Rs 2817,invoice
Pharmacy Receipt | Pharmacy: Fresh Store | Purchase Date: 02-04-2024 | Medicine: Laptop | Amount: Rs 30348 | Payment Received,receipt
Purchase Order | Buyer: ABC Solutions | Supplier: Bright Systems | Order Number: 8899 | Product: Printer | Quantity: 9 | Delivery Date: 20-01-2025,unknown
Cash Receipt | Merchant: Reliance Digital | Customer Payment Received | Product: Stationery | Amount: Rs 22070 | Change Returned: Rs 130,receipt
Product Specification | Product: Office Chair | Features: Cloud synchronization and security | Dimensions: 30 x 20 x 8 cm | Technical Requirements: Scalable architecture and monitoring,unknown
Retail Receipt | Merchant: Metro Mart | Date: 13-12-2025 | Product: Mobile Phone | Price: Rs 2580 | Tax: Rs 8825 | Amount Paid: Rs 57855,receipt
Subscription Invoice | Provider: ABC Solutions | Subscriber: CloudWorks | Plan: Software Development | Billing Period: 08-11-2025 | Base Charge: Rs 32899 | GST: Rs 3947 | Amount Due: Rs 36846,invoice
Subscription Invoice | Provider: Global Traders | Subscriber: CloudWorks | Plan: IT Services | Billing Period: 15-05-2026 | Base Charge: Rs 48782 | GST: Rs 2439 | Amount Due: Rs 51221,invoice
Fuel Receipt | Station: Fresh Store | Date: 10-05-2025 | Fuel Quantity: 4 | Rate: Rs 1412 | Total Paid: Rs 39716 | Payment: Cash,receipt
University Admission | Student: Aditya Shah | Program: Computer Engineering | Department: Engineering | Admission Status: Active,unknown
Quotation | Vendor: Global Traders | Customer: ABC Solutions | Product: Software License | Quantity: 10 | Estimated Price: Rs 6110 | Valid Until: 03-02-2026,unknown
GST Invoice | Supplier: Metro Services | Customer: Global Traders | GSTIN: 27ABCDE9395F1Z5 | Invoice Date: 25-06-2025 | Taxable Value: Rs 5481 | GST Amount: Rs 657 | Total Amount: Rs 6138,invoice
Receipt | Store: Fresh Store | Purchase Date: 28-07-2025 | Items: Software License | Quantity: 10 | Total Paid: Rs 51185 | Payment Method: Cash,receipt
Employee Record | Employee: Priya Patil | Department: Sales | Joining Date: 21-11-2024 | Attendance: 81%,unknown
Job Application | Applicant: Anjali More | Education: B.Sc Computer Science | Experience: 6 months internship | Skills: Data Analysis Project Management,unknown
Job Application | Applicant: Anjali More | Education: B.Sc Computer Science | Experience: 1 year data analysis | Skills: Data Analysis Project Management,unknown
Project Requirements | Project: Payment Platform | Objective: Secure authentication and reporting | Milestones: Testing and Deployment | Team: Amit Joshi,unknown
Sales Invoice | Seller: CloudWorks | Bill To: Bright Systems | Product: Laptop | Quantity: 9 | Rate: Rs 3503 | Discount: Rs 433 | Tax: Rs 2513 | Net Amount: Rs 16477,invoice
